Date,Value
2025-01-01,51.08879846055214
2025-01-02,56.993938220497775
2025-01-03,38.850859349288925
2025-01-04,63.19718462639265
2025-01-05,67.86627816092437
2025-01-06,49.37467652723314
2025-01-07,73.97352889993269
2025-01-08,79.64222335260206
2025-01-09,76.91883922942199
2025-01-10,85.10696078767214
2025-01-11,76.61762353351803
2025-01-12,57.59261370885158
2025-01-13,66.93511740608781
2025-01-14,69.25982789277661
2025-01-15,75.26418022326331
2025-01-16,42.01126612991417
2025-01-17,49.93376585087861
2025-01-18,50.903233625593366
2025-01-19,47.15224322119732
2025-01-20,21.29143026489897
2025-01-21,39.16548338820391
2025-01-22,30.710580470029914
2025-01-23,41.07683390116863
2025-01-24,39.12406705719521
2025-01-25,29.87030194512909
2025-01-26,44.90430215675821
2025-01-27,34.554500510821285
2025-01-28,40.092034004844535
2025-01-29,48.359277311299934
2025-01-30,64.85995928488751
2025-01-31,53.83462956740143
2025-02-01,57.483207899037346
2025-02-02,63.02425115196575
2025-02-03,79.12606602102701
2025-02-04,60.568652318945816
2025-02-05,77.2890892166657
2025-02-06,82.73106434558389
2025-02-07,70.57600661399383
2025-02-08,68.43370043413923
2025-02-09,79.66078671389647
2025-02-10,59.401172794791506
2025-02-11,61.967696515551
2025-02-12,68.51958848378041
2025-02-13,68.96701756211115
2025-02-14,68.66779499972064
2025-02-15,69.08485518414771
2025-02-16,57.77505127264975
2025-02-17,71.31706043775944
2025-02-18,48.72097941952349
2025-02-19,41.376582552954694
2025-02-20,52.25587563841235
2025-02-21,36.428177617362245
2025-02-22,51.66948145403791
2025-02-23,51.68907072069699
2025-02-24,52.3073039712185
2025-02-25,57.32331162103492
2025-02-26,49.40197192416265
2025-02-27,50.98428912365967
2025-02-28,68.78266446887632
2025-03-01,100.05484549088732
2025-03-02,108.2533243811823
2025-03-03,105.77054024755853
2025-03-04,83.25537585695385
2025-03-05,81.62356987790636
2025-03-06,57.616625202437845
2025-03-07,90.6254832284239
2025-03-08,83.33522934569137
2025-03-09,94.62193812958783
2025-03-10,111.60647731536767
2025-03-11,84.79000071581241
2025-03-12,89.05376352873499
2025-03-13,74.98992289747788
2025-03-14,84.1792710706228
2025-03-15,78.10876488088064
2025-03-16,72.13439335715579
2025-03-17,60.540247321222566
2025-03-18,64.77591119806614
2025-03-19,74.56478470715811
2025-03-20,56.03771276510654
2025-03-21,56.46073696584427
2025-03-22,57.85480522714556
2025-03-23,52.24103940564595
2025-03-24,67.06382758957932
2025-03-25,48.11037073733003
2025-03-26,41.7534094388113
2025-03-27,54.89127256476265
2025-03-28,79.94660425994
2025-03-29,71.72427047758016
2025-03-30,69.88496746696903
2025-03-31,70.91966039118498
2025-04-01,77.58315070326736
2025-04-02,90.56616198735078
2025-04-03,87.78811878549138
2025-04-04,73.22354918561743
2025-04-05,90.76753239573621
2025-04-06,85.6116366292612
2025-04-07,78.49493803696764
2025-04-08,110.41232149330001
2025-04-09,101.9140904158087
2025-04-10,93.38516008848748
2025-04-11,97.92796490527543
2025-04-12,109.58144991156914
2025-04-13,92.85358228118912
2025-04-14,87.24472950552426
2025-04-15,89.89901679650389
2025-04-16,87.14406786101264
2025-04-17,75.2506307954155
2025-04-18,68.69029839041356
2025-04-19,81.27300762808439
2025-04-20,73.95264955500923
2025-04-21,52.374503864043085
2025-04-22,57.390234651403304
2025-04-23,51.41222091789358
2025-04-24,72.03837595799027
2025-04-25,88.30144457114964
2025-04-26,85.28561339588613
2025-04-27,65.74469170417927
2025-04-28,72.779418098395
2025-04-29,70.658848427547
2025-04-30,67.48136870909788
2025-05-01,85.97909341475973
2025-05-02,91.1161819391011
2025-05-03,82.62522824874515
2025-05-04,83.0528749159638
2025-05-05,95.67093754788962
2025-05-06,106.74688254758628
2025-05-07,107.30240568656659
2025-05-08,94.73615869171637
2025-05-09,138.7210346700327
2025-05-10,107.89707757424138
2025-05-11,122.0431753536726
2025-05-12,104.49103394452108
2025-05-13,97.70149296909662
2025-05-14,83.68373444509147
2025-05-15,91.36987208800434
2025-05-16,64.9811459834532
2025-05-17,68.20347319044245
2025-05-18,74.08855867378466
2025-05-19,79.41455044319146
2025-05-20,86.28938025308376
2025-05-21,50.18994539363881
2025-05-22,69.17914171325785
2025-05-23,51.05440550717624
2025-05-24,79.71706434358484
2025-05-25,77.1431002007465
2025-05-26,78.30039194868895
2025-05-27,80.5605241471903
2025-05-28,72.00457700658869
2025-05-29,80.3594736207592
2025-05-30,91.66128280472854
2025-05-31,96.77473888460017
2025-06-01,99.17724915649961
2025-06-02,110.00940112436061
2025-06-03,106.36826588972797
2025-06-04,130.5953836622089
2025-06-05,122.33335367363684
2025-06-06,109.19446381202457
2025-06-07,130.3729089971893
2025-06-08,115.8146717512213
2025-06-09,104.99196000916221
2025-06-10,95.02215013083139
2025-06-11,115.67177802938195
2025-06-12,99.16726389923386
2025-06-13,108.90797380921283
2025-06-14,102.08743063747934
2025-06-15,98.54479602557741
2025-06-16,100.1853906576041
2025-06-17,106.44914757657925
2025-06-18,105.20751120512213
2025-06-19,89.67941726553018
2025-06-20,83.76114057030962
2025-06-21,86.99105354763407
2025-06-22,74.06678674754178
2025-06-23,74.73296223684744
2025-06-24,89.31361049076477
2025-06-25,75.959699345312
2025-06-26,82.0417912900781
2025-06-27,90.67078515956662
2025-06-28,96.19322972627091
2025-06-29,91.39330391836354
2025-06-30,100.73561793329222
2025-07-01,107.52298813096137
2025-07-02,85.60814675516225
2025-07-03,119.49529310835983
2025-07-04,129.03318319816887
2025-07-05,110.78816149606548
2025-07-06,131.4637424316713
2025-07-07,104.02949738125506
2025-07-08,134.75951616449885
2025-07-09,132.99925280824374
2025-07-10,151.30435122394437
2025-07-11,126.45457768752011
2025-07-12,106.4152915455648
2025-07-13,103.61791754806809
2025-07-14,98.16649720536077
2025-07-15,113.63366310034085
2025-07-16,94.46042487541203
2025-07-17,107.4953198862631
2025-07-18,98.43831008017949
2025-07-19,94.46811879756432
2025-07-20,98.75504610095224
2025-07-21,77.07658310078622
2025-07-22,78.18791128641664
2025-07-23,80.78868494110044
2025-07-24,83.46482122251868
2025-07-25,75.31114514054062
2025-07-26,76.84296304414167
2025-07-27,117.07774989413159
2025-07-28,103.56867883733241
2025-07-29,108.77782116809266
2025-07-30,104.80200233247089
2025-07-31,102.95484334268336
2025-08-01,132.33219151790234
2025-08-02,124.7732714416862
2025-08-03,127.29146139529138
2025-08-04,120.33909727961164
2025-08-05,129.756127808069
2025-08-06,132.6318538480065
2025-08-07,118.3837969674162
2025-08-08,126.08533625474658
2025-08-09,149.69006256960782
2025-08-10,119.03540648182761
2025-08-11,137.33810756957988
2025-08-12,109.87779983714972
2025-08-13,124.96863740588633
2025-08-14,115.82662035251373
2025-08-15,116.59550108911431
2025-08-16,99.49113279343273
2025-08-17,100.3078654652693
2025-08-18,113.97483937635727
2025-08-19,111.1460070978542
2025-08-20,102.98628188707437
2025-08-21,101.18335966044235
2025-08-22,106.37166520440665
2025-08-23,90.28999027835968
2025-08-24,87.88021750185048
2025-08-25,83.35089733445771
2025-08-26,104.51337275982375
2025-08-27,108.35597443940831
2025-08-28,117.04375258477113
2025-08-29,140.86014202449235
2025-08-30,125.27848041153595
2025-08-31,141.5897238350764
2025-09-01,110.36646497602985
2025-09-02,131.928495210332
2025-09-03,120.61023579558903
2025-09-04,140.4401068425369
2025-09-05,137.92193613850762
2025-09-06,166.26204415363077
2025-09-07,209.88681175489074
2025-09-08,247.644820213472
2025-09-09,173.56458119336284
2025-09-10,159.4072318905447
2025-09-11,125.98460677522003
2025-09-12,120.72080149708651
2025-09-13,132.30177849472352
2025-09-14,116.1346753519046
2025-09-15,109.19809971454126
2025-09-16,104.81488241300075
2025-09-17,99.52848061583808
2025-09-18,109.33434363877721
2025-09-19,104.44552721000203
2025-09-20,89.34098922308526
2025-09-21,84.06080219311208
2025-09-22,126.55206706351484
2025-09-23,102.09993621196982
2025-09-24,110.77935079670237
2025-09-25,126.9775442868163
2025-09-26,116.45086168562214
2025-09-27,107.49123540768586
2025-09-28,118.96058100144462
